Time,VBAT,CHG
2014-11-18 13:21:18.849216,4.21,3.13
2014-11-18 13:21:48.852315,4.21,3.14
2014-11-18 13:22:18.855376,4.21,3.15
2014-11-18 13:22:48.858441,4.18,3.13
2014-11-18 13:23:18.861474,4.18,3.13
2014-11-18 13:23:48.864517,4.18,3.13
2014-11-18 13:24:18.865893,4.18,3.13
2014-11-18 13:24:48.868501,4.18,3.13
2014-11-18 13:25:18.916983,4.17,3.12
2014-11-18 13:25:49.008292,4.18,3.13
2014-11-18 13:26:19.099884,4.17,3.13
2014-11-18 13:26:49.191000,4.18,3.13
2014-11-18 13:27:19.278764,4.17,3.12
2014-11-18 13:27:49.370286,4.17,3.12
2014-11-18 13:28:19.461649,4.17,3.12
2014-11-18 13:28:49.553206,4.16,3.12
2014-11-18 13:29:19.644714,4.17,3.12
2014-11-18 13:29:49.736312,4.18,3.13
2014-11-18 13:30:19.827597,4.16,3.12
2014-11-18 13:30:49.914990,4.16,3.12
2014-11-18 13:31:20.006579,4.16,3.12
2014-11-18 13:31:50.098271,4.16,3.12
2014-11-18 13:32:20.189695,4.16,3.12
2014-11-18 13:32:50.281145,4.16,3.12
2014-11-18 13:33:20.372631,4.16,3.12
2014-11-18 13:33:50.460137,4.15,3.12
2014-11-18 13:34:20.551279,4.16,3.12
2014-11-18 13:34:50.642868,4.16,3.12
2014-11-18 13:35:20.734494,4.16,3.12
2014-11-18 13:35:50.825682,4.16,3.12
2014-11-18 13:36:20.917378,4.16,3.12
2014-11-18 13:36:51.008949,4.16,3.12
2014-11-18 13:37:21.096338,4.16,3.12
2014-11-18 13:37:51.187816,4.16,3.12
2014-11-18 13:38:21.279314,4.16,3.12
2014-11-18 13:38:51.370952,4.16,3.12
2014-11-18 13:39:21.462372,4.15,3.12
2014-11-18 13:39:51.553490,4.15,3.12
2014-11-18 13:40:21.645204,4.15,3.12
2014-11-18 13:40:51.732732,4.15,3.11
2014-11-18 13:41:21.824090,4.15,3.12
2014-11-18 13:41:51.915573,4.16,3.12
2014-11-18 13:42:22.007228,4.15,3.11
2014-11-18 13:42:52.098482,4.16,3.12
2014-11-18 13:43:22.189931,4.15,3.11
2014-11-18 13:43:52.277183,4.15,3.11
2014-11-18 13:44:22.368839,4.15,3.11
2014-11-18 13:44:52.460413,4.15,3.11
2014-11-18 13:45:22.551946,4.15,3.11
2014-11-18 13:45:52.643258,4.15,3.12
2014-11-18 13:46:22.734729,4.14,3.11
2014-11-18 13:46:52.822358,4.14,3.11
2014-11-18 13:47:22.913677,4.15,3.11
2014-11-18 13:47:53.005128,4.14,3.11
2014-11-18 13:48:23.096759,4.14,3.11
2014-11-18 13:48:53.188277,4.14,3.11
2014-11-18 13:49:23.279580,4.15,3.11
2014-11-18 13:49:53.371015,4.14,3.11
2014-11-18 13:50:23.458626,4.14,3.11
2014-11-18 13:50:53.549904,4.14,3.11
2014-11-18 13:51:23.641387,4.14,3.11
2014-11-18 13:51:53.733289,4.14,3.1
2014-11-18 13:52:23.824219,4.14,3.11
2014-11-18 13:52:53.915847,4.14,3.1
2014-11-18 13:53:24.003424,4.14,3.11
2014-11-18 13:53:54.094851,4.14,3.1
2014-11-18 13:54:24.186363,4.14,3.1
2014-11-18 13:54:54.277862,4.14,3.11
2014-11-18 13:55:24.369249,4.14,3.1
2014-11-18 13:55:54.460713,4.14,3.1
2014-11-18 13:56:24.548008,4.14,3.1
2014-11-18 13:56:54.639642,4.14,3.1
2014-11-18 13:57:24.731068,4.14,3.1
2014-11-18 13:57:54.822336,4.14,3.11
2014-11-18 13:58:24.913908,4.14,3.1
2014-11-18 13:58:55.005414,4.14,3.11
2014-11-18 13:59:25.092932,4.14,3.1
2014-11-18 13:59:55.184200,4.13,3.1
2014-11-18 14:00:25.275863,4.14,3.1
2014-11-18 14:00:55.367331,4.13,3.1
2014-11-18 14:01:25.458785,4.13,3.1
2014-11-18 14:01:55.550148,4.13,3.1
2014-11-18 14:02:25.637689,4.13,3.1
2014-11-18 14:02:55.729309,4.13,3.09
2014-11-18 14:03:25.820387,4.13,3.1
2014-11-18 14:03:55.912421,4.12,3.09
2014-11-18 14:04:26.003620,4.14,3.1
2014-11-18 14:04:56.094898,4.13,3.1
2014-11-18 14:05:26.186316,4.13,3.1
2014-11-18 14:05:56.273989,4.12,3.09
2014-11-18 14:06:26.365533,4.13,3.1
2014-11-18 14:06:56.456897,4.12,3.1
2014-11-18 14:07:26.548519,4.12,3.09
2014-11-18 14:07:56.639945,4.12,3.09
2014-11-18 14:08:26.731450,4.13,3.1
2014-11-18 14:08:56.818774,4.12,3.09
2014-11-18 14:09:26.910303,4.12,3.09
2014-11-18 14:09:57.001437,4.12,3.1
2014-11-18 14:10:27.093042,4.12,3.09
2014-11-18 14:10:57.184824,4.12,3.09
2014-11-18 14:11:27.276213,4.12,3.1
2014-11-18 14:11:57.363521,4.12,3.09
2014-11-18 14:12:27.455070,4.12,3.09
2014-11-18 14:12:57.546638,4.12,3.1
2014-11-18 14:13:27.637880,4.12,3.09
2014-11-18 14:13:57.729339,4.12,3.09
2014-11-18 14:14:27.820997,4.12,3.09
2014-11-18 14:14:57.908346,4.12,3.09
2014-11-18 14:15:27.999838,4.12,3.09
2014-11-18 14:15:58.091336,4.12,3.09
2014-11-18 14:16:28.182843,4.11,3.09
2014-11-18 14:16:58.274274,4.12,3.09
2014-11-18 14:17:28.365784,4.11,3.09
2014-11-18 14:17:58.453282,4.11,3.09
2014-11-18 14:18:28.544836,4.11,3.09
2014-11-18 14:18:58.636298,4.11,3.09
2014-11-18 14:19:28.727576,4.11,3.09
2014-11-18 14:19:58.819185,4.11,3.09
2014-11-18 14:20:28.910502,4.12,3.09
2014-11-18 14:20:58.998402,4.12,3.09
2014-11-18 14:21:29.089793,4.11,3.09
2014-11-18 14:21:59.180984,4.11,3.08
2014-11-18 14:22:29.272232,4.11,3.09
2014-11-18 14:22:59.363899,4.11,3.09
2014-11-18 14:23:29.455463,4.11,3.09
2014-11-18 14:23:59.542925,4.11,3.08
2014-11-18 14:24:29.634574,4.1,3.08
2014-11-18 14:24:59.725994,4.1,3.08
2014-11-18 14:25:29.817236,4.11,3.09
2014-11-18 14:25:59.908807,4.11,3.08
2014-11-18 14:26:30.000400,4.11,3.09
2014-11-18 14:27:00.087971,4.11,3.08
2014-11-18 14:27:30.179473,4.1,3.08
2014-11-18 14:28:00.270735,4.1,3.08
2014-11-18 14:28:30.362281,4.1,3.08
2014-11-18 14:29:00.453742,4.1,3.09
2014-11-18 14:29:30.545295,4.1,3.08
2014-11-18 14:30:00.632769,4.1,3.08
2014-11-18 14:30:30.723973,4.1,3.08
2014-11-18 14:31:00.815615,4.1,3.08
2014-11-18 14:31:30.907064,4.1,3.08
2014-11-18 14:32:00.998538,4.1,3.08
2014-11-18 14:32:31.085995,4.1,3.08
2014-11-18 14:33:01.177712,4.1,3.08
2014-11-18 14:33:31.269002,4.09,3.08
2014-11-18 14:34:01.360555,4.1,3.08
2014-11-18 14:34:31.451986,4.11,3.08
2014-11-18 14:35:01.543314,4.11,3.08
2014-11-18 14:35:31.630880,4.1,3.08
2014-11-18 14:36:01.722643,4.1,3.08
2014-11-18 14:36:31.813825,4.1,3.08
2014-11-18 14:37:01.905318,4.1,3.08
2014-11-18 14:37:31.996913,4.1,3.08
2014-11-18 14:38:02.088310,4.18,3.12
2014-11-18 14:38:32.179949,4.18,3.11
2014-11-18 14:39:02.271311,4.18,3.11
2014-11-18 14:39:32.362597,4.18,3.12
2014-11-18 14:40:02.450041,4.17,3.11
2014-11-18 14:40:32.541565,4.17,3.11
2014-11-18 14:41:02.633154,4.17,3.11
2014-11-18 14:41:32.724912,4.17,3.11
2014-11-18 14:42:02.816317,4.17,3.11
2014-11-18 14:42:32.907673,4.16,3.11
2014-11-18 14:43:02.999124,4.17,3.11
2014-11-18 14:43:33.090464,4.17,3.11
2014-11-18 14:44:03.182202,4.16,3.11
2014-11-18 14:44:33.273577,4.16,3.11
2014-11-18 14:45:03.365084,4.16,3.11
2014-11-18 14:45:33.452581,4.17,3.11
2014-11-18 14:46:03.544025,4.16,3.11
2014-11-18 14:46:33.635723,4.16,3.11
2014-11-18 14:47:03.727002,4.16,3.1
2014-11-18 14:47:33.818523,4.15,3.1
2014-11-18 14:48:03.909973,4.16,3.11
2014-11-18 14:48:34.001491,4.16,3.11
2014-11-18 14:49:04.093054,4.16,3.11
2014-11-18 14:49:34.184457,4.16,3.11
2014-11-18 14:50:04.276092,4.16,3.11
2014-11-18 14:50:34.367513,4.16,3.1
2014-11-18 14:51:04.454981,4.16,3.11
2014-11-18 14:51:34.546436,4.15,3.1
2014-11-18 14:52:04.637928,4.15,3.1
2014-11-18 14:52:34.729461,4.15,3.1
2014-11-18 14:53:04.821107,4.15,3.1
2014-11-18 14:53:34.912208,4.15,3.1
2014-11-18 14:54:05.003633,4.15,3.1
2014-11-18 14:54:35.095369,4.16,3.11
2014-11-18 14:55:05.186819,4.15,3.1
2014-11-18 14:55:35.278428,4.15,3.1
2014-11-18 14:56:05.365656,4.16,3.1
2014-11-18 14:56:35.457410,4.16,3.1
2014-11-18 14:57:05.548920,4.15,3.1
2014-11-18 14:57:35.640114,4.15,3.1
2014-11-18 14:58:05.731682,4.14,3.1
2014-11-18 14:58:35.823319,4.15,3.1
2014-11-18 14:59:05.914991,4.14,3.1
2014-11-18 14:59:36.006248,4.14,3.1
2014-11-18 15:00:06.097917,4.15,3.1
2014-11-18 15:00:36.189264,4.14,3.1
2014-11-18 15:01:06.276477,4.14,3.1
2014-11-18 15:01:36.368166,4.14,3.09
2014-11-18 15:02:06.459668,4.14,3.09
2014-11-18 15:02:36.551200,4.14,3.09
2014-11-18 15:03:06.642475,4.14,3.1
2014-11-18 15:03:36.734088,4.14,3.1
2014-11-18 15:04:06.825595,4.14,3.1
2014-11-18 15:04:36.917258,4.14,3.1
2014-11-18 15:05:07.004689,4.14,3.1
2014-11-18 15:05:37.096088,4.14,3.09
2014-11-18 15:06:07.187557,4.14,3.09
2014-11-18 15:06:37.279115,4.14,3.1
2014-11-18 15:07:07.370553,4.14,3.09
2014-11-18 15:07:37.462055,4.14,3.09
2014-11-18 15:08:07.553532,4.14,3.09
2014-11-18 15:08:37.644911,4.13,3.09
2014-11-18 15:09:07.736436,4.14,3.1
2014-11-18 15:09:37.823929,4.14,3.09
2014-11
